artist.name,duration,tempo,title,year
Los AutA(c)nticos Decadentes,223.97342000000003,88.505,El Jorobadito,1989
Lighthouse Family,241.8673,90.70299999999999,Ocean Drive,1995
Freddie King,263.65342000000004,148.627,Five Long Years,1971
EPMD,196.91057,200.265,Check 1_2,1999
X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty,260.44036,130.421,Thug Love,0
High Strung_ The,123.8722,155.524,Show a Sign of Life,2003
Socialburn,241.84117999999998,91.23100000000001,Everyone (LP Version),2003
Roger Miller,133.27628,37.965,My Pillow,0
Sal Mineo,149.9424,161.47,Start Moving,0
T-Bone Walker,174.96771,87.056,Mean Old World Blues,1983
Black Debbath,276.21832,84.15700000000001,Ville Eyolf,2006
Thomas Battenstein,126.74566999999999,98.40100000000001,Macht hoch die TA1/4r,0
Hatebreed,111.22893,202.65,Mark My Words (Album Version),1997
Confetti's,312.45016,119.955,C Day (Maxi Club Version),2001
Dorothy Norwood,254.24934,101.111,Grace And Mercy Part II,0
Small Faces,172.72118,123.381,Itchycoo Park,1967
Vinylbase,361.79546,142.972,Life,0
Bobby Hutcherson,399.51628,151.391,Les Noirs Marchant (Rudy Van Gelder 24Bit Mastering) (2002 Digital Remaster),0
Gene Autry,155.53261,107.71799999999999,Blueberry Hill,1992
Mr. De',334.54975,112.962,Please Belive It,0
Patrizia Pace/Waltraud Meier/Frank Lopardo/James Morris/Swedish Radio Choir/Stockholm Chamber Choir/Berliner Philharmoniker/Riccardo Muti,212.4273,37.42,Mass No. 19 in D minor_ 'Requiem' K626: Lacrimosa,0
Bill & Gloria Gaither,290.06322,152.606,I Walked Today Where Jesus Walked,0
Panic! At The Disco,210.25914,167.011,I Constantly Thank God For Esteban (Album Version),2005
The Fureys,398.10567000000003,120.083,Con Alma,0
Nestor Torres,201.482,122.985,Spanish Grease,0
Birmingham Jubilee Singers,188.3424,108.04899999999999,Queen Street Rag (144826),0
Poncho Sanchez,427.07545999999996,213.718,Ju Ju,2001
John Cale,307.22567000000004,134.25799999999998,Song Of The Valley,1985
Eduardo Fernandez,120.89424,127.949,Estudio,0
Los Cisnes,182.72608,101.30799999999999,Orgullo,0
The Jordanaires,239.35955,100.32700000000001,You Gave Me A Mountain,0
Ana Popovic,263.83628,177.362,Shadow After Dark,2007
Les Hou-Lops,120.08443999999999,96.177,FauchA(c),0
Defari,178.72933999999998,80.891,Xtra Thump (Featuring Tash from Tha Alkaholiks),2003
Bounty Killer,205.29587,159.798,Cellular Phone,1995
The Rolling Stones,274.18077,104.50299999999999,Stop Breaking Down (1994 Digital Remaster),0
Dora The Explorer,159.29424,105.01899999999999,Limbo Rock,2006
Bill & Gloria Gaither,235.78077000000002,145.907,I Never Shall Forget That Day (Reunion Album Version),0
Gyptian,219.76771000000002,147.436,What Are You Fighting For,0
Professor Longhair,153.49506,156.803,Bald Head,1980
Busdriver,316.21179,129.993,Sun Shower - Cadence Weapon Remix (Cd),2007
Robert Palmer,184.34566999999998,126.51299999999999,Some Guys Have All The Luck,1981
Dario Marianelli,262.94812,162.487,Why Did You All Lie to Me?,2009
Fastway,318.9024,134.819,Heft*,0
Alain Turban,186.51383,116.086,"L'Homme au trapA""ze volant",0
Cut Copy,289.04444,128.006,Cold Youth,2008
Teenage Fanclub,221.41342000000003,122.00200000000001,It's All In My Mind,2005
Maire Brennan,113.55383,67.76,Bi Thus A Mo Shuile (LP Version),0
2 Minutos,52.32281,103.54,14 Botellas,1994
Paul Stanley,191.55546,140.172,Move On,1978
Daryl Hall & John Oates,276.6624,118.427,Only Love,1990
Georges Delerue,85.91628,130.221,"AurA""le et CA(c)line",0
Liam O'Flynn,234.10893,122.425,Romeo's Exile,1995
DJ Spinn,193.69751000000002,240.5,Times Up,0
The California Cajun Orchestra,172.48608000000002,201.578,Lake Charles Two-Step,0
Screamin' Jay Hawkins,301.13914,116.01,What's Gonna Happen On the 8th Day,1996
Floor,117.02812,156.179,Assassin,2002
Tiny Bradshaw,158.82404,106.565,Well Oh Well,2004
Simon Harris,176.97914,92.046,Sample Track 17,0
Smut Peddlers,167.60118,116.63799999999999,Playstation Generation,0
Soul Mekanik,447.08525999999995,125.584,Get Your Head Stuck On Your Neck,0
Michael Whalen,77.29587,163.12,Gail Wakes Up,0
Kiss,290.84689,126.41799999999999,Stand (Album Version),0
LaWanda Page,187.76771000000002,105.395,The Preacher & the Funeral,0
Rory Block,111.46404,85.98100000000001,Blues Again,0
Taking Back Sunday,223.39872999999997,147.745,I Am Fred Astaire (Album Version),2004
Memphis Jug Band,187.53261,141.185,Memphis Jug,2001
Eddy Raven,164.64934,118.704,I Could Use Another You (Digital Re-Recording),0
Fred Merpol,345.10322,101.954,N'ayez crainte mesdames,0
Mariah Carey Featuring Da Brat & JD,314.122,95.13799999999999,Honey,1997
Christina Aguilera,236.95628,139.99,Beautiful,2002
X-tv,332.79955,141.946,Aftertaste,0
Irma Thomas,190.9024,131.0,We All Need Love,2008
Black Debbath,257.82812,128.64600000000002,"TredveAY=rsfurua PAY= AskA,y",0
Steve Harvey,268.45995,71.229,What Woman Really Wear To Bed,0
Neil Diamond,267.57178999999996,91.302,Reminisce For A While (Sung With Raul Malo),1996
Antonis Remos,94.51057,116.82799999999999,Min Tou Milate Tou Pediou,0
Bruno Sanfilippo,398.602,179.547,The Fourth Wish,2006
2raumwohnung,272.95302000000004,124.023,MA$?dchen mit Plan,2002
Henry Mancini,187.74159,118.719,National Fencibles March,0
Cindy Morgan,295.10485,94.315,I Will Be Free (LP Version),0
Rainforest Trio,291.39546,107.965,Obsession,0
Los Originales De San Juan,199.07873,123.335,Soy De Oaxaca,0
John D. Loudermilk,124.39465,177.09799999999998,Goin' To Hell On A Sled,0
Coldplay,269.34812,136.82,The World Turned Upside Down,2005
Deepface,362.68363,124.05,I Want To Live (Smash Club Mix),0
Lily Allen,277.83791,116.95700000000001,Everyone's At It,2009
Foghat,501.2371,114.831,Slow Ride [Live Version],1977
The Meatmen,216.81587000000002,193.361,We Didn't Kill Each Other (But Didn't We Try) [Originally Performed by Dallas Wayne],0
Gal Costa,242.9122,145.099,Meu Bem Meu Mal (Mi Bien Mi Mal),0
Pinchers,229.01506,92.01,Don't Do That,0
T.I.,258.92526000000004,148.877,Why U Mad At Me (Explicit Screwed Version),2004
Britny Fox,285.02159,149.01,Over And Out [Album Version],1991
Power Pill Fist,291.42159,138.387,Chuckanut Drive,2008
Olivia Ruiz,230.24281000000002,104.0,EnervA(c),2004
Fall Out Boy,275.3824,155.03799999999998,(Coffee's For Closers),2008
Year of Desolation,337.76281,223.32299999999998,The Legend of Yellow Boobie,2005
Olive,211.35627999999997,135.111,You're Not Alone,0
HardNox,228.80607999999998,144.03799999999998,White Girl Who Can Dance,0
Tim Hornsby,89.62567,150.655,Protect You,0
Michael Bloomfield,137.69098,121.21799999999999,Have Thine Own Way,0
Jerry Reed,135.18322,121.37100000000001,Woman Shy,1967
Gene Autry,163.52608,81.829,Frankie And Johnny,1996
Les Brown,203.7024,140.97,"Take The ""A"" Train",0
John Hammond,162.71628,95.434,Big Boss Man,1965
1. Futurologischer Congress,204.93016,146.036,Machinenfunk,1982
David Banner / Sky / Marcus,253.67465,87.03299999999999,The Christmas Song,0
Deftones,203.59791,178.33900000000003,Korea (LP Version),2000
POLINA,193.59302,182.153,Kenourgios Erotas,0
Aaron Watson,170.84036,138.471,Thats What I Like About a Country Song,2008
Eagles Of Death Metal,215.64036000000002,237.831,(I Used To Couldn't Dance) Tight Pants,2008
Ann Nesby,230.79137999999998,107.46600000000001,I'm Going All The Way (Album),0
Peter Hunningale,226.87302000000003,165.898,Too Late,0
The Continentals,179.06893,111.199,Merry Christmas Baby,0
Sade,252.47302000000002,118.023,Slave Song,2000
Marilyn Horne,164.62322,59.863,Mighty Lak' a Rose,0
Kiprich,186.17424,101.214,Hot Girls,0
Cocoa Tea,162.35057,146.474,Can't Stop Cocoa Tea,1991
Rolfe Kent,48.691790000000005,69.986,Mark Practices,0
Arc Angels,320.31302,120.03200000000001,Crave and Wonder,0
Mike Bloomfield,284.1073,167.553,Junko partner,1996
Toots Thielemans,181.55057,121.971,The Windmills Of Your Mind,0
50 Cent,255.63383,92.649,U Not Like Me,2002
Lyrics Born,233.32526000000001,151.05100000000002,Is It The Skin I'm In?,2008
John Hammond,198.29506,130.99,Ain't That Loving You Baby,0
Pumpkin Buzzard,120.00608000000001,111.00399999999999,Requiem Blaster,0
The London Theatre Orchestra,159.21587,166.925,The Man From U.N.C.L.E.,0
Nicolas Bacchus,65.61914,83.574,"PrA(c)liminaires_ par Philippe PagA""s (feat. Philippe PagA""s)",2002
Mikey Dread,289.64526,137.746,Problems,0
Pagan Wanderer Lu,117.28934,140.247,Crustaceans As Castanets,0
Chris Rea,236.35546000000002,110.1,Josephine (French Edit),2008
Wilks,257.04444,94.99700000000001,That you fool ed me,0
The Del McCoury Band,134.68688999999998,106.21799999999999,Don't You Think It's Time To Go,0
David Benoit,274.1024,152.077,Frieda,2000
4Him,269.06077,150.049,He Never Changes,0
Martina McBride,160.62649,131.07399999999998,Pick Me Up On Your Way Down,2005
Irwin Goodman,194.32443999999998,189.997,Yhteinen koti,2001
Lole y Manuel,141.66159,85.47200000000001,Aljarafe,1992
Claire Hamill,257.01832,124.94200000000001,24 Hours from Tulsa (Bonus Track),0
32 Leaves,233.66485,137.951,Way Beyond,2009
Rockabye Baby!,203.54567,74.619,You Still Believe in Me,0
Barbara Carr,147.66975,89.15700000000001,Don't Knock Love,0
Kathleen Madigan,92.00281,87.39200000000001,Oprah (Album Version),2006
Louie Ramirez,174.10567,125.02799999999999,It's Not What You Say,1968
Ol' Dirty Bastard,180.45342,90.473,Destiny Ft: Lesk One,0
Tito PuentA(c),362.50077000000005,112.566,Bata 6/8,1987
Tammy Wynette,148.00933999999998,76.907,It Is No Secret (What God Can Do),0
Juana Molina,401.65832,124.75399999999999,El Perro,2003
Keep Of Kalessin,340.4273,127.585,As Mist Lay Silent Beneath,1999
Orenda,514.0371,100.244,Act One: Rise and Fall - From the Ashes (I. Chapter One / II. Chapter Two),0
Nick Ingman,110.15791000000002,133.369,Kumal & Sangha,0
Tomorrow,146.57261,127.18799999999999,Shy Boy (1999 Digital Remaster),0
BT,214.54322000000002,150.082,Henrys Death,2005
Mikey Dread,246.02077000000003,162.009,Your Love,0
Marilyn Horne,109.37423999999999,109.257,Nana,0
Mongo Santamaria,198.5824,142.19799999999998,Eres Tu,0
DJ Primo,243.06893,201.532,Give It All You Got,0
Styles P,229.14567000000002,98.29899999999999,Back On My New S*** (feat. Tre Williams),0
The Advantage,99.00363,184.283,Ducktails - Moon,0
Captain Hollywood Project,338.36363,150.014,The Way Love Is,1995
Pepe Romero,397.06077,132.053,Mallorca_ Op.202 - transcr. Marc Switzer,0
Kathy Troccoli,251.29751000000002,79.744,Never My Love,1994
Saman,339.06892999999997,174.108,Akhm Nakon,0
The Baltimore Consort,201.50812,69.48899999999999,You Lasses and Lads,0
The Maine,209.00526000000002,130.031,You Left Me,2008
Major Lazer,352.02567,127.87299999999999,Keep It Going Louder (Tom Stephan Harder Mix),0
Josh Groban,311.14404,140.0,February Song [Live],2008
Jimmy Cliff,216.45016,83.712,Million Teardrops,0
Bruce Rowland,93.09995,85.774,You Should Be Free,0
Bryan Ferry,194.61178999999998,149.435,2HB (1999 Digital Remaster),1976
The Jets,164.54485,97.243,Steppin' Out Tonight,0
Jimmie Vaughan,260.72771,128.713,Don't Cha Know,1994
Alice In Chains,239.35955,96.941,Take Her Out,2009
Toby Love,202.26567,90.681,Happy Valentine's,0
Billie Jo Spears,173.68771,185.583,'57 Chevrolet,1990
Johnny Horton,148.79301999999998,179.31099999999998,The Battle Of New Orleans,1959
Delbert McClinton,105.35138,112.053,Lover In Demand,2000
White Heart,184.68526,104.52,Speed Of Sound (Emergency Broadcast Album Version),0
Rubyhorse,266.03057,129.909,Evergreen,2002
Shamen,600.37179,83.49700000000001,Transamazonia (Deep Dish No Doze Mix),1995
Camerata Brasil,282.3571,179.803,Italian Concerto in F_ BWV 971 - Allegro,0
Alexander O'Neal,267.25832,109.991,Unbreak My Heart,2008
Jimmy Page,157.02159,184.456,Wailing Sounds,2004
Soul Ballet,462.07955,101.006,Tuscan Chica,2007
Wyclef Jean featuring Prodigy of Mobb Deep,237.50485,196.04,Rebel Music,2003
Al DiMeola,231.00036,141.50799999999998,God Bird Change,1982
Darwin's Waiting Room,204.79955,104.97200000000001,Spent,2001
Jack Johnson,215.87546,131.4,It's All Understood,2000
Jane Winther,278.83057,90.556,The Sun is here for you,0
Mademoiselle Sane,173.13914,121.79700000000001,Cabaret,2007
El Barrio,306.31138,107.021,Al maestro,0
Juan Diego FlA3rez / Mariusz Kwiecen / Orquestra de la Comunitat Valenciana / Daniel Oren,497.89342,60.856,Venti scudi,0
Harry Gregson-Williams,69.642,93.104,The Ball,2004
Thrice,201.58649,182.977,All That's Left,2003
Percy Faith,143.67302,107.405,The Song Is You,0
TAKARU,128.33914,121.54899999999999,Idnnitkhtr,2004
John Mayall & The Bluesbreakers,157.20443999999998,131.19799999999998,Looking Back,1997
Shinehead,242.6771,151.255,Golden Touch (LP Version),1988
Creedence Clearwater Revived,610.01098,123.26100000000001,I Heard It Throught The Grapevine,0
Gorillaz,183.53587,171.924,Rock The House (Radio Edit),2001
unloco,362.34404,145.717,Bystander (Album Version),2001
John Williams,132.64934,67.458,Old Man Rocking Chair,2004
The Impressions,236.69506,90.089,Need To Belong To Someone,1972
Sam Baker,144.74403999999998,111.852,I Can't Stand It,2005
Morton Gould,1610.00444,47.891000000000005,Fall River Legend: Conversation: Morton Gould/Agnes de Mille,0
The Wilburns,232.28036,117.492,One Little Baby,0
Solas,232.56771,140.09,Bonnie Mae,0
Dann Huff,160.73098000000002,120.366,Light,0
Jacques Dutronc,189.85751000000002,122.82600000000001,Les Femmes Des Autres,1969
T Lavitz,46.00118,118.18299999999999,Times Square,0
Los Del Rio,251.21913999999998,206.37599999999998,Macarena,1993
Samy Deluxe,234.05669,111.25299999999999,Ain`t got nothing ( feat. David Banner & Eddy Soulo ),2005
Robin Beanland/Dweezil Zappa/Nile Rodgers/Rabbit In The Moon,131.65669,0.0,Conker The King,2005
Jackie Wilson,120.76363,180.054,Why Can't You Be Mine,1958
Jim Reeves,151.58812,91.632,TRUE,2000
The Abominable Iron Sloth,130.45506,66.275,Sailing To The Edge Of The Earth,2006
Josh Mullins,193.72363,89.09299999999999,Butts n Stuff,0
Jason Miles,294.76526,84.62299999999999,Street Vibe,0
The Capitol Years,242.02403999999999,114.95,As The Terror Dances Your Way,0
Danny Wright,191.7122,149.68200000000002,Believe,0
Enrique Iglesias,234.81423999999998,119.969,Can You Hear Me,2008
Long Beach Dub Allstars,213.62892999999997,93.31700000000001,Like A Dog,1999
Alexander O'Neal,301.45261,117.949,Saturday Love,2008
Jah Cure,240.48281,160.655,How Can I,2003
Cyndi Wang,260.98893,131.981,I'll Be Better,0
Cradle Of Filth,358.37342,160.102,Sweetest Maleficia (Album Version),0
Eleanor McEvoy,353.04444,91.973,Easy To Lose Hope,0
Pablo Montero,202.34403999999998,101.43799999999999,Jarabe De Pico,0
Jean-Jacques Goldman,237.50485,126.0,Etre Le Premier,0
Population Reduction,172.48608000000002,127.15100000000001,Road-Age at the Farmers Market,0
Francky Vincent,261.74649,114.786,L'antillais Donne,0
Agency 1.9.9.4,228.51872999999998,90.21600000000001,Dayz Of Our Livez,0
Maria Muldaur,180.87138000000002,137.549,It Ain't The Meat It's The Motion,1974
Aeoliah,233.45587,134.496,Inner Chamber,0
Fajardo,118.85668999999999,121.42299999999999,La Fluta Magica,0
Marcel Azzola,285.41342000000003,182.261,Hymne A L'Amour,0
Meiway,288.62649,92.979,Aho,0
The Real Kids,135.00036,156.645,Problems,0
Charlie Byrd Trio,231.94077000000001,108.99799999999999,I've Got The World On A String,0
Happy Mondays,243.25179,109.205,Performance (Remastered),1988
Roy Brown,163.83955,157.875,Rockin' At Midnight,0
Atom,207.28118,137.903,Know Thyself,0
Flor Silvestre,122.06975,45.683,Que Viva El Amor,0
The Fool'S Nose,202.00444,85.762,The Last Song,0
Gisselle,243.61751,136.7,Tocame,2008
Marvin Hamlisch,201.45587,76.738,Anya,1977
Mike Jones,364.77342000000004,142.72899999999998,Grandma (Screwed & Chopped Version),0
Dora The Explorer,65.82812,120.206,Fairytale Land,0
Architecture In Helsinki,279.90159,220.18099999999998,Heart it Races (Yacht's I Should Coco Mix),0
Beastie Boys,173.60934,108.01299999999999,Crawlspace,2004
Zuma,735.60771,161.91899999999998,Juno,2001
Harry Choates,177.78893,89.803,Jolie Blon's Gone,2005
CafA(c) Quijano,215.2224,98.185,En mis besos,2001
HA(c)lio Ziskind,110.78485,106.78299999999999,CentopA(c)ia,0
Papa Wemba,379.08853,123.15700000000001,"DixiA""me Commandement",0
Iggy And The Stooges,220.78649,231.08900000000003,1969,1969
Alternative TV,229.92934,118.65700000000001,Its Raining,0
The Allies,213.13261,72.777,Bewitched_ Bothered & Bewildered,0
R.E.M.,340.11383,153.833,Stumble,1982
Big Rich featuring Devo,254.58892999999998,86.61200000000001,Taking Over,0
Bon Jovi,318.09261000000004,141.22299999999998,Till We Ain't Strangers Anymore,2008
Dale Russ / Finn MacGinty,261.85098,121.73299999999999,Reels: Old Joes / the Cliffs of Moher / the clips of mohair / the slightly less-well-informed maid,0
Sheek Louch,64.65261,157.696,Die Slow,2009
Papp'os Blues,418.45506,132.636,El Hombre De La Valija (Rock),0
The Cate Brothers,287.11138,139.469,Please No More,0
Renato Borghetti,150.80444,170.732,Armando,0
The Clash,227.57832000000002,141.004,Death Or Glory,1979
Kanye West,31.372609999999998,60.276,Skit #2 (Kanye West/Late Registration),2005
MxPx,215.24853,171.69299999999998,Drum Machine Joy,1995
Daniel Johnston,214.49097999999998,95.385,Walking The Cow (Hi How Are You),0
Throw The Fight,23.87546,98.38799999999999,The Wreckage Intro (Album Version),2008
Electric Light Orchestra,205.40036,154.244,Queen Of The Hours (2001 Digital Remaster),0
Kofi,177.21424,163.921,I'm Just A Girl,0
Donna Ares,194.71628,87.006,Prijateljica,0
W.A.S.P.,276.71465,116.815,Phantoms In The Mirror,1992
John P. Kee,301.26975,89.60700000000001,Encouraged,0
Bad Religion,141.19138,161.071,Flat Earth Society (Album Version),1995
Nolwenn Leroy,201.22077,81.689,Etre Une Femme,2003
The Primitives,172.93016,99.75200000000001,Never Tell,0
The Pharcyde,303.46404,69.57300000000001,Passin' Me By,1993
John Wesley,270.31465,147.93200000000002,Chasing Monsters,0
The Chico Hamilton Quintet,140.19873,65.01899999999999,Night Beat,0
AUDIO.3,241.44933999999998,92.97399999999999,SPONT.AN,0
Pedro Garcia & His Del Prado Orchestra,190.37995,125.802,Policias Y Ladrones,0
Lauren Wood,207.20281,119.057,But You Are,0
Fleet Foxes,281.18158999999997,196.02200000000002,English House,2008
Gustavo Cerati,333.19138,196.429,MA(c)dium,2006
Elliot Smith,175.82975,118.454,Angeles,0
Asleep At The Wheel,399.04607999999996,123.40100000000001,Hot Rod Lincoln,1988
AndraA(c) Crouch & Solid Gospel,272.79627999999997,107.37100000000001,My Tribute (to God Be The Glory),0
Soilent Green,278.96117999999996,175.78099999999998,Pretty Smiles & Shattered Teeth,0
Murderdolls,147.51301999999998,195.317,Kill Miss America (Album Version),2002
Juan Carmona,233.84771,91.479,Pa'lla pa'ca,0
Bone Thugs-N-Harmony,266.05669,187.958,2 Glocks,2000
Owsley,221.77913999999998,133.125,Zavelow House (Album Version),1999
Human Disease,190.79791,140.05200000000002,Gold Flames Of Angels,2004
Joe McBride,309.39383,105.882,Like A Star,0
Baroness,269.71383,162.019,Wanderlust,2007
Dottie West,187.53261,87.19200000000001,Country Girl,0
Steve Vai,69.90321999999999,169.65400000000002,The Murder Prologue,2007
Roy Buchanan,365.71383,110.92399999999999,C.C. Ryder,0
Buckeye Politicians,370.49424,123.69,Ride On The Rhythm,0
Cam'Ron,212.79302,189.294,I.B.S. (Amended Album Version),2006
Jo Privat,122.72281000000001,122.13,Ay ! Mi Sombrero,0
The Mustangs,160.26077,85.538,Moscow Nights,0
Russ Morgan,138.03056999999998,53.713,Love Divine_ All Love Excelling,0
David Meece,34.08934,129.953,Prelude (Learing To Trust Album Version),0
First Blood,283.48036,160.589,Execution,2005
Joe Heaney,194.66404,35.604,Red is the Rose,0
Junior Kimbrough,294.76526,92.32,Lonesome Road,1997
Los Fabulosos Cadillacs,137.06403999999998,118.77600000000001,Electrasonic V,1990
Tom Barabas,336.66567000000003,138.02100000000002,Shades Of Love,0
T.G. Sheppard,228.85832000000002,118.198,Finally (Album Version),0
Daddy Yankee / May-Be,199.47057,91.988,Que Vas A Hacer?,2004
Carlton Livingston,201.97832,90.59,Slow Down,0
2raumwohnung,449.38404,134.033,36 Grad (Paul van Dyk's Vandit Clubmix),0
Suzi Quatro,301.21751,131.56799999999998,Born To Run,1995
Mac Dre,256.83546,170.02900000000002,This is My Year,0
Juan Carmona,338.96443999999997,110.361,Soleariyas,0
Christian adam,163.5522,139.315,Il a suffit d'une chanson d'amour,0
Nikos Kalaintzis,141.34812,154.099,Gamilia Patinada,0
The Clash,140.77342,203.94400000000002,I'm So Bored With The U.S.A.,1977
Denise Ho,239.41179,147.97,Mi Ni Yu Wo,0
Jason & The Scorchers,154.8273,175.945,If Money Talks,1985
Cookies,200.41098,84.977,Yi Ji Ji Zhong,0
Rihanna,213.26322000000002,94.98700000000001,Good Girl Gone Bad,2007
Jessie Lee Miller,142.21016,125.21700000000001,Hard To Admit,0
Daywind Studio Musicians,219.48036000000002,129.95600000000002,I Must Tell Somebody,0
Max Steiner,51.48689,64.798,Laurie And Martin,0
Sister Rosetta Tharpe,116.45342,97.51899999999999,Shine For Jesus,0
R.L. Burnside,196.88443999999998,107.601,Rollin' and Tumblin',2001
DMZ,178.96444,156.616,He's Waitin',0
Don Gibson,148.06159,95.389,Evening Prayer,1959
Love and Rockets,311.19628,97.036,Sweet Lover Hangover,1996
The Mystic Moods Orchestra,147.33016,124.508,Gay Ranchero,1967
Billy Walker,133.56363000000002,78.902,Thank You For Calling,0
Simon Harris,187.16689,114.169,Sample Track 11,0
Nick Cave & The Bad Seeds,290.95138,109.85700000000001,Christina The Astonishing (2010 Digital Remaster),0
LL Cool J / Amil,232.14975,184.15,Hello,2000
Gato Perez,274.85995,178.47099999999998,Ja Soc Aqui,0
Eddie Palmieri,392.85506000000004,127.749,Nada De Ti,1973
Gaither Vocal Band,200.14975,122.015,Everything Good (Everything Good Version),0
Sergio Mendes,322.11546,103.177,Puzzle of Hearts,2006
Maroon 5,270.70649,164.049,Sweetest Goodbye,2002
Juan Carlos Baglietto,182.41261,99.352,Aunque MaA+-ana No Estes,1982
Krystof,252.57751000000002,156.107,Vodne stocne,0
GZA/The Genius,237.34812000000002,104.01299999999999,Did Ya Say That,2002
Vivian,229.61587000000003,101.139,Streets On Fire,0
Every Time I Die,124.13342,114.63799999999999,After One Quarter Of A Revolution,2009
Arthur Fiedler,496.1171,95.234,Doctrines,0
Nicolas Bacchus,178.15465,143.061,Peter Pan (j'veux pas Aatre jeune) [feat. Les Pistons Flingueurs],0
Poptart Monkeys,212.32281,119.991,Butterflies,0
Melissa Auf der Maur,232.6722,121.98299999999999,The Key,2010
Kill The Client,57.18159,138.207,Dog Tagged,2008
John Sebastian,225.14892999999998,158.429,Wagoner's Lad,0
Lil Boosie & Webbie,354.16771,130.10299999999998,Baby Momma (Chopped & Screwed Version),0
James Last,260.12689,167.832,Games That Lovers Play,1967
Iggy Pop,300.77342000000004,87.679,5 Foot 1,1990
Eason Chan,275.59137999999996,72.882,Fang Bu Sheng Fang,0
Willie Colon,250.06975,128.444,Guajira Y Ven,2001
Endres,154.01751000000002,127.985,born again,0
Bill Murk,402.96443999999997,117.85799999999999,What a Friend We Have in Jesus,0
Annie Minogue Band,217.88689,168.02700000000002,Love Goes Down (Part Deux),0
Lou Reed,211.66975,154.03799999999998,Sally Can't Dance,1974
Milk Inc.,202.10893000000002,140.017,Nothing To You,2003
Nana Caymmi,188.65587,110.411,Lero Do Bolero,2001
Joe Heaney,147.43465,102.649,Peigin is Peadar,0
J-MACK,231.81016,180.253,World Wind,0
Hound Dog Taylor and The Houserockers,173.89668999999998,176.12099999999998,Take Five - Live,0
Samy Deluxe,247.01342000000002,114.072,Sam und Bo_ N.E.O.,2005
Robert Lockwood_ Jr.,162.45506,99.70100000000001,Kindhearted Woman Blues,1998
Akon,175.20281,125.228,Gun Shot,0
Alias,310.72607999999997,111.67,Dying To Stay,0
Mudhoney,519.13098,131.642,"Beneath The Valley Of The Underdog (Album Version + Hidden Track ""Talkin' Randy Tate's..."")",1998
George Nooks,211.66975,168.12099999999998,Watchie Watchie,0
Donna Fargo,149.62893,202.358,Superman,1999
Kristine W.,239.80362999999997,131.909,Fly Again (The Scumfrog Radio Edit),0
Roger Creager,239.20281,115.304,The Everclear Song,1998
System of a Down,217.59955,130.86700000000002,Streamline,2001
Selena,207.93424,101.947,El Chico Del Apartamento 512,0
Phil Collins,285.98812000000004,136.32,One More Night,1985
The Game,264.09751,74.697,Desperados,0
Badmarsh & Shri,263.31383,87.32700000000001,Bang,2001
Clannad,249.5473,96.68299999999999,Cumha Eoghain Rua Ui Neill (Lament For Owen Roe),0
Los Fabulosos Cadillacs,219.68934,161.17600000000002,Todas Las Cosas Que Ella Me DiA3,0
Poncho Sanchez,282.20036,198.855,Going Back To New Orleans,2001
Jason Mraz,218.22648999999998,133.3,Coyotes (Album Version),0
Los Iracundos,159.08526,115.616,No Se Lo Que Me Da,0
Session Americana,210.31137999999999,141.872,Ice Cream Man,2007
Thomas Dolby,223.45098,128.64600000000002,She Blinded Me With Science,1982
Freddie King,304.50892999999996,102.785,Rock Me Baby,0
DJ Guy,237.08688999999998,146.976,Freak it all Night,2009
Jerry Lewis,446.37995,145.333,Bill Lynch,0
Ayo,232.28036,117.495,Watching You,2006
Eddy Arnold,128.96608,102.15100000000001,What's He Doin' In My World,1967
Jacques Douai,115.51302,91.302,"La RiviA""re De Ton Dos",0
Dexy's Midnight Runners,157.75302,151.123,Seven Days Too Long,1980
Moving Cloud,251.92444,170.61,Coleman's No. 1 / Ton Double Fisel / Kiely Cotter's / How We Spent the Christmas,2008
Johnny Vicious,27.166890000000002,131.525,Speaker Problems,0
The Fire Theft,223.37261,137.614,Chain (Album Version),2003
Tulipunaruusut,224.46975,116.29799999999999,Hiekkaa (polvere),0
J.B.Lenoir,169.22077,150.59,Let's Roll (Take 1),1991
Porno For Pyros,223.05913999999999,151.741,Satellite Of Love (Album Version),0
Vanessa Daou,179.93098,102.006,For Anything,1996
Foghat,208.66567,132.159,Zig-Zag Walk,1983
Africando All Stars,274.25914,167.67700000000002,Mopao,2003
Fania All Stars,294.55627999999996,93.37299999999999,Peanuts (The Peanut Vendor),0
Lupe Fiasco feat. GemStones,216.60689,200.114,Go Baby (feat GemStones) (Explicit Album Version),0
Las NiA+-as,217.62567,115.584,Cuento De La Buena Pipa,2003
Randy Stonehill,215.2224,137.113,Angry Young Men (LP Version),0
Mariah Carey,652.40771,121.884,Anytime You Need A Friend,1993
Dimmu Borgir,331.04934,90.43799999999999,Broderskapets ring,1996
Handsome Boy Modeling School,384.70485,118.241,Rock And Roll (Could Never Hip Hop Like This) Part 2 featuring Lord Finesse_ Mike Shonoda_ Chester Bennington_ Rahzel_ Qbert_ Grand Wizard Theodore & Jazzy Jay (Instrumental),2004
Minnie Riperton,212.13995,109.47399999999999,Completeness,1970
Jeanne Robertson,486.42567,58.47,"Perk trip - sleeping in ""tubes",0
Megadrums,136.30649,122.148,Dasotmori Live,0
Paul Glazby,517.56363,147.0,The Wickedness,0
